date,product_code,product,variant,total_quantity_sold,gross_price_per_item,gross_price_total
"2020-11-01 00:00:00",A4918110103,"AQ BZ 101","Premium Black",90,428.1451000000,38533.0590000000
"2020-11-01 00:00:00",A4918110104,"AQ BZ 101","Premium Misty Green",59,460.2805000000,27156.5495000000
"2020-11-01 00:00:00",A5018110201,"AQ BZ Compact","Standard Grey",51,451.7049000000,23036.9499000000
"2020-11-01 00:00:00",A5018110202,"AQ BZ Compact","Standard Blue",77,462.5568000000,35616.8736000000
"2020-11-01 00:00:00",A5018110203,"AQ BZ Compact","Standard Red",104,452.1420000000,47022.7680000000
"2020-11-01 00:00:00",A5018110204,"AQ BZ Compact","Plus Grey",103,447.7337000000,46116.5711000000
"2020-11-01 00:00:00",A5018110205,"AQ BZ Compact","Plus Blue",62,486.1763000000,30142.9306000000
"2020-11-01 00:00:00",A5018110206,"AQ BZ Compact","Plus Red",91,475.5544000000,43275.4504000000
"2020-11-01 00:00:00",A5018110207,"AQ BZ Compact","Premium Black",83,475.1904000000,39440.8032000000
"2020-11-01 00:00:00",A5019110208,"AQ BZ Compact","Premium Misty Green",93,467.3047000000,43459.3371000000
"2020-11-01 00:00:00",A5119110301,"AQ BZ Gen Y","Standard Grey",30,479.0441000000,14371.3230000000
"2020-11-01 00:00:00",A5119110302,"AQ BZ Gen Y","Standard Blue",52,474.3132000000,24664.2864000000
"2020-11-01 00:00:00",A5119110303,"AQ BZ Gen Y","Standard Red",46,474.3154000000,21818.5084000000
"2020-11-01 00:00:00",A5119110305,"AQ BZ Gen Y","Plus Blue",116,483.3813000000,56072.2308000000
"2020-11-01 00:00:00",A5119110306,"AQ BZ Gen Y","Plus Red",71,486.4857000000,34540.4847000000
"2020-11-01 00:00:00",A5119110307,"AQ BZ Gen Y","Premium Black",59,516.4580000000,30471.0220000000
"2020-11-01 00:00:00",A5119110308,"AQ BZ Gen Y","Premium Misty Green",80,512.5811000000,41006.4880000000
"2020-11-01 00:00:00",A5219110401,"AQ BZ Gen Z","Standard Grey",98,506.9644000000,49682.5112000000
"2020-11-01 00:00:00",A5219110402,"AQ BZ Gen Z","Standard Blue",81,490.1582000000,39702.8142000000
"2020-11-01 00:00:00",A5219110403,"AQ BZ Gen Z","Standard Red",72,525.8042000000,37857.9024000000
"2020-11-01 00:00:00",A5219110405,"AQ BZ Gen Z","Plus Blue",42,521.2603000000,21892.9326000000
"2020-11-01 00:00:00",A5219110406,"AQ BZ Gen Z","Plus Red",29,550.4597000000,15963.3313000000
"2020-11-01 00:00:00",A5219110407,"AQ BZ Gen Z","Premium Black",69,545.5931000000,37645.9239000000
"2020-11-01 00:00:00",A5220110408,"AQ BZ Gen Z","Premium Misty Green",36,533.0397000000,19189.4292000000
"2020-11-01 00:00:00",A5318110103,"AQ Gamer 1","Standard Black",29,584.9722000000,16964.1938000000
"2020-11-01 00:00:00",A5318110104,"AQ Gamer 1","Plus Firey Red",20,586.3824000000,11727.6480000000
"2020-11-01 00:00:00",A5318110105,"AQ Gamer 1","Plus Cool Blue",60,551.3303000000,33079.8180000000
"2020-11-01 00:00:00",A5318110106,"AQ Gamer 1","Plus Black",61,565.8747000000,34518.3567000000
"2020-11-01 00:00:00",A5318110107,"AQ Gamer 1","Premium Black",51,571.6489000000,29154.0939000000
"2020-11-01 00:00:00",A5318110108,"AQ Gamer 1","Premium Misty Green",29,579.6609000000,16810.1661000000
"2020-11-01 00:00:00",A5419110201,"AQ Gamer 2","Standard Firey Red",50,585.0003000000,29250.0150000000
"2020-11-01 00:00:00",A5419110202,"AQ Gamer 2","Standard Cool Blue",47,567.9271000000,26692.5737000000
"2020-11-01 00:00:00",A5419110203,"AQ Gamer 2","Standard Black",52,595.5711000000,30969.6972000000
"2020-11-01 00:00:00",A5419110204,"AQ Gamer 2","Plus Firey Red",62,602.9200000000,37381.0400000000
"2020-11-01 00:00:00",A5419110205,"AQ Gamer 2","Plus Cool Blue",33,570.7578000000,18835.0074000000
"2020-11-01 00:00:00",A5419110206,"AQ Gamer 2","Plus Black",38,601.6398000000,22862.3124000000
"2020-11-01 00:00:00",A5419110207,"AQ Gamer 2","Premium Black",46,599.2302000000,27564.5892000000
"2020-11-01 00:00:00",A5419110208,"AQ Gamer 2","Premium Misty Green",49,608.4070000000,29811.9430000000
"2020-11-01 00:00:00",A5519110301,"AQ Gamer 3","Standard Firey Red",25,589.7411000000,14743.5275000000
"2020-11-01 00:00:00",A5519110302,"AQ Gamer 3","Standard Cool Blue",31,605.8642000000,18781.7902000000
"2020-11-01 00:00:00",A5519110303,"AQ Gamer 3","Standard Black",61,604.2721000000,36860.5981000000
"2020-11-01 00:00:00",A5519110304,"AQ Gamer 3","Plus Firey Red",27,597.7704000000,16139.8008000000
"2020-11-01 00:00:00",A5520110305,"AQ Gamer 3","Plus Cool Blue",50,632.4885000000,31624.4250000000
"2020-11-01 00:00:00",A5520110306,"AQ Gamer 3","Plus Black",55,639.6816000000,35182.4880000000
"2020-11-01 00:00:00",A5520110307,"AQ Gamer 3","Premium Black",54,609.7926000000,32928.8004000000
"2020-11-01 00:00:00",A5520110308,"AQ Gamer 3","Premium Misty Green",60,590.1159000000,35406.9540000000
"2020-11-01 00:00:00",A5620110401,"AQ Smash 1","Standard Firey Red",32,642.0698000000,20546.2336000000
"2020-11-01 00:00:00",A5620110402,"AQ Smash 1","Standard Cool Blue",22,593.8297000000,13064.2534000000
"2020-11-01 00:00:00",A5621110403,"AQ Smash 1","Standard Black",25,631.1855000000,15779.6375000000
"2020-11-01 00:00:00",A5621110404,"AQ Smash 1","Plus Firey Red",63,639.9614000000,40317.5682000000
"2020-11-01 00:00:00",A5621110405,"AQ Smash 1","Plus Cool Blue",48,601.8173000000,28887.2304000000
"2020-11-01 00:00:00",A5621110406,"AQ Smash 1","Plus Black",32,644.3777000000,20620.0864000000
"2020-11-01 00:00:00",A5621110407,"AQ Smash 1","Premium Black",38,655.7782000000,24919.5716000000
"2020-11-01 00:00:00",A5621110408,"AQ Smash 1","Premium Misty Green",59,657.2525000000,38777.8975000000
"2020-11-01 00:00:00",A5721110501,"AQ Smash 2","Standard Firey Red",64,649.6929000000,41580.3456000000
"2020-11-01 00:00:00",A5721110502,"AQ Smash 2","Standard Cool Blue",36,627.9938000000,22607.7768000000
"2020-11-01 00:00:00",A5721110503,"AQ Smash 2","Standard Black",45,678.3035000000,30523.6575000000
"2020-11-01 00:00:00",A5721110504,"AQ Smash 2","Plus Firey Red",35,655.8348000000,22954.2180000000
"2020-11-01 00:00:00",A5721110505,"AQ Smash 2","Plus Cool Blue",41,674.4272000000,27651.5152000000
"2020-11-01 00:00:00",A5721110506,"AQ Smash 2","Plus Black",57,720.5460000000,41071.1220000000
"2020-11-01 00:00:00",A5820110101,"AQ BZ Allin1","Standard 1",50,681.3022000000,34065.1100000000
"2020-11-01 00:00:00",A5820110102,"AQ BZ Allin1","Standard 2",95,697.5541000000,66267.6395000000
"2020-11-01 00:00:00",A5820110103,"AQ BZ Allin1","Standard 3",63,735.1465000000,46314.2295000000
"2020-11-01 00:00:00",A5820110104,"AQ BZ Allin1","Plus 1",92,690.4971000000,63525.7332000000
"2020-11-01 00:00:00",A5820110105,"AQ BZ Allin1","Plus 2",46,709.3926000000,32632.0596000000
"2020-11-01 00:00:00",A5820110106,"AQ BZ Allin1","Plus 3",87,692.5242000000,60249.6054000000
"2020-11-01 00:00:00",A5820110107,"AQ BZ Allin1","Premium 1",63,737.6775000000,46473.6825000000
"2020-11-01 00:00:00",A5821110108,"AQ BZ Allin1","Premium 2",71,746.7388000000,53018.4548000000
"2020-11-01 00:00:00",A6018110101,"AQ Home Allin1","Standard 1",7,800.4577000000,5603.2039000000
"2020-11-01 00:00:00",A6018110102,"AQ Home Allin1","Standard 2",6,764.0542000000,4584.3252000000
"2020-11-01 00:00:00",A6018110103,"AQ Home Allin1","Standard 3",25,770.9789000000,19274.4725000000
"2020-11-01 00:00:00",A6018110104,"AQ Home Allin1","Plus 1",15,749.0987000000,11236.4805000000
"2020-11-01 00:00:00",A6018110105,"AQ Home Allin1","Plus 2",22,766.6472000000,16866.2384000000
"2020-11-01 00:00:00",A6018110106,"AQ Home Allin1","Plus 3",20,787.5874000000,15751.7480000000
"2020-11-01 00:00:00",A6019110107,"AQ Home Allin1","Premium 1",19,785.9918000000,14933.8442000000
"2020-11-01 00:00:00",A6019110108,"AQ Home Allin1","Premium 2",22,796.6606000000,17526.5332000000
"2020-11-01 00:00:00",A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",15,824.0889000000,12361.3335000000
"2020-11-01 00:00:00",A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",17,790.1040000000,13431.7680000000
"2020-11-01 00:00:00",A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",16,769.5635000000,12313.0160000000
"2020-11-01 00:00:00",A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",17,807.2638000000,13723.4846000000
"2020-11-01 00:00:00",A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",16,834.9812000000,13359.6992000000
"2020-11-01 00:00:00",A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",6,810.6034000000,4863.6204000000
"2020-11-01 00:00:00",A6218160101,"AQ Digit SSD",Standard,3484,13.5941000000,47361.8444000000
"2020-11-01 00:00:00",A6218160102,"AQ Digit SSD",Plus,2587,15.2481000000,39446.8347000000
"2020-11-01 00:00:00",A6219160103,"AQ Digit SSD",Premium,1892,16.3003000000,30840.1676000000
"2020-11-01 00:00:00",A6319160201,"AQ Neuer SSD",Standard,1996,17.3590000000,34648.5640000000
"2020-11-01 00:00:00",A6319160202,"AQ Neuer SSD",Plus,712,18.5733000000,13224.1896000000
"2020-11-01 00:00:00",A6319160203,"AQ Neuer SSD",Premium,3104,19.3433000000,60041.6032000000
"2020-11-01 00:00:00",A6419160301,"AQ Clx1",Standard,3280,17.8043000000,58398.1040000000
"2020-11-01 00:00:00",A6419160302,"AQ Clx1",Plus,2073,19.6723000000,40780.6779000000
"2020-11-01 00:00:00",A6419160303,"AQ Clx1",Premium,2142,19.3342000000,41413.8564000000
"2020-11-01 00:00:00",A6519160401,"AQ Clx2",Standard,1417,20.2889000000,28749.3713000000
"2020-11-01 00:00:00",A6520160402,"AQ Clx2",Plus,2313,20.1650000000,46641.6450000000
"2020-11-01 00:00:00",A6520160403,"AQ Clx2",Premium,3681,21.2830000000,78342.7230000000
"2020-11-01 00:00:00",A6620160501,"AQ Clx3",Standard,2534,22.8530000000,57909.5020000000
"2020-11-01 00:00:00",A6720160103,"AQ Pen Drive 2 IN 1",Premium,3962,4.4411000000,17595.6382000000
"2020-11-01 00:00:00",A6818160201,"AQ Pen Drive DRC",Standard,1146,2.9990000000,3436.8540000000
"2020-11-01 00:00:00",A6818160202,"AQ Pen Drive DRC",Plus,4181,3.8531000000,16109.8111000000
"2020-11-01 00:00:00",A6819160203,"AQ Pen Drive DRC",Premium,1964,5.0984000000,10013.2576000000
"2020-11-01 00:00:00",A7118160101,"AQ Wi Power Dx1",Standard,1250,29.6712000000,37089.0000000000
"2020-11-01 00:00:00",A7119160102,"AQ Wi Power Dx1",Plus,1826,29.9264000000,54645.6064000000
"2020-11-01 00:00:00",A7119160103,"AQ Wi Power Dx1",Premium,1715,28.7736000000,49346.7240000000
"2020-11-01 00:00:00",A7219160201,"AQ Wi Power Dx2",Standard,1233,32.9575000000,40636.5975000000
"2020-11-01 00:00:00",A7220160202,"AQ Wi Power Dx2",Plus,2451,35.2053000000,86288.1903000000
"2020-11-01 00:00:00",A7220160203,"AQ Wi Power Dx2",Premium,2118,37.4784000000,79379.2512000000
"2020-11-01 00:00:00",A7321160301,"AQ Wi Power Dx3",Standard,2412,40.7954000000,98398.5048000000
"2020-11-01 00:00:00",A7321160302,"AQ Wi Power Dx3",Plus,1113,43.9446000000,48910.3398000000
"2020-11-01 00:00:00",A7321160303,"AQ Wi Power Dx3",Premium,2824,42.8483000000,121003.5992000000
"2020-12-01 00:00:00",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,624,19.0573000000,11891.7552000000
"2020-12-01 00:00:00",A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,302,21.4565000000,6479.8630000000
"2020-12-01 00:00:00",A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,596,21.7795000000,12980.5820000000
"2020-12-01 00:00:00",A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",519,22.9729000000,11922.9351000000
"2020-12-01 00:00:00",A0219150201,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Standard,958,23.6987000000,22703.3546000000
"2020-12-01 00:00:00",A0219150202,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Plus,499,24.7312000000,12340.8688000000
"2020-12-01 00:00:00",A0220150203,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Premium,785,23.6154000000,18538.0890000000
"2020-12-01 00:00:00",A0320150301,"AQ Zion Saga",Standard,866,23.7223000000,20543.5118000000
"2020-12-01 00:00:00",A0321150302,"AQ Zion Saga",Plus,918,27.1027000000,24880.2786000000
"2020-12-01 00:00:00",A0321150303,"AQ Zion Saga",Premium,811,28.0059000000,22712.7849000000
"2020-12-01 00:00:00",A0418150103,"AQ Mforce Gen X","Standard 3",709,19.5235000000,13842.1615000000
"2020-12-01 00:00:00",A0418150104,"AQ Mforce Gen X","Plus 1",529,19.9239000000,10539.7431000000
"2020-12-01 00:00:00",A0418150105,"AQ Mforce Gen X","Plus 2",587,20.0766000000,11784.9642000000
"2020-12-01 00:00:00",A0418150106,"AQ Mforce Gen X","Plus 3",826,19.9365000000,16467.5490000000
"2020-12-01 00:00:00",A0519150201,"AQ Mforce Gen Y","Standard 1",232,22.3984000000,5196.4288000000
"2020-12-01 00:00:00",A0519150202,"AQ Mforce Gen Y","Standard 2",905,24.9298000000,22561.4690000000
"2020-12-01 00:00:00",A0519150203,"AQ Mforce Gen Y","Standard 3",648,26.5871000000,17228.4408000000
"2020-12-01 00:00:00",A0519150204,"AQ Mforce Gen Y","Plus 1",273,26.1081000000,7127.5113000000
"2020-12-01 00:00:00",A0519150205,"AQ Mforce Gen Y","Plus 2",458,29.7008000000,13602.9664000000
"2020-12-01 00:00:00",A0519150206,"AQ Mforce Gen Y","Plus 3",345,31.2439000000,10779.1455000000
"2020-12-01 00:00:00",A0519150207,"AQ Mforce Gen Y","Premium 1",626,32.4427000000,20309.1302000000
"2020-12-01 00:00:00",A0519150208,"AQ Mforce Gen Y","Premium 2",724,30.5816000000,22141.0784000000
"2020-12-01 00:00:00",A0619150301,"AQ Mforce Gen Z","Standard 1",726,30.4696000000,22120.9296000000
"2020-12-01 00:00:00",A0619150302,"AQ Mforce Gen Z","Standard 2",713,34.0973000000,24311.3749000000
"2020-12-01 00:00:00",A0620150303,"AQ Mforce Gen Z","Standard 3",631,34.2412000000,21606.1972000000
"2020-12-01 00:00:00",A0620150304,"AQ Mforce Gen Z","Plus 1",579,37.5826000000,21760.3254000000
"2020-12-01 00:00:00",A0620150305,"AQ Mforce Gen Z","Plus 2",241,36.5679000000,8812.8639000000
"2020-12-01 00:00:00",A0620150306,"AQ Mforce Gen Z","Plus 3",593,37.5278000000,22253.9854000000
"2020-12-01 00:00:00",A0621150307,"AQ Mforce Gen Z","Premium 1",562,36.2434000000,20368.7908000000
"2020-12-01 00:00:00",A0621150308,"AQ Mforce Gen Z","Premium 2",323,39.3990000000,12725.8770000000
"2020-12-01 00:00:00",A0721150401,"AQ GT 21",Standard,475,39.3377000000,18685.4075000000
"2020-12-01 00:00:00",A0721150402,"AQ GT 21","Plus 1",213,39.1465000000,8338.2045000000
"2020-12-01 00:00:00",A0721150403,"AQ GT 21","Plus 2",349,39.2990000000,13715.3510000000
"2020-12-01 00:00:00",A0721150404,"AQ GT 21",Premium,792,39.1215000000,30984.2280000000
"2020-12-01 00:00:00",A0821150501,"AQ Marquee P3",Standard,502,40.5013000000,20331.6526000000
"2020-12-01 00:00:00",A0821150502,"AQ Marquee P3","Plus 1",252,43.2966000000,10910.7432000000
"2020-12-01 00:00:00",A0821150503,"AQ Marquee P3","Plus 2",340,42.3841000000,14410.5940000000
"2020-12-01 00:00:00",A0821150504,"AQ Marquee P3",Premium,299,44.7044000000,13366.6156000000
"2020-12-01 00:00:00",A0921150601,"AQ Marquee P4",Standard,562,45.0813000000,25335.6906000000
"2020-12-01 00:00:00",A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Standard,870,111.1036000000,96660.1320000000
"2020-12-01 00:00:00",A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Plus,671,123.4797000000,82854.8787000000
"2020-12-01 00:00:00",A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,786,123.9315000000,97410.1590000000
"2020-12-01 00:00:00",A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,808,124.2640000000,100405.3120000000
"2020-12-01 00:00:00",A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,643,129.5836000000,83322.2548000000
"2020-12-01 00:00:00",A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,675,139.8962000000,94429.9350000000
"2020-12-01 00:00:00",A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,806,135.6822000000,109359.8532000000
"2020-12-01 00:00:00",A1219150302,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Plus,179,145.1474000000,25981.3846000000
"2020-12-01 00:00:00",A1219150303,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Premium,550,142.9402000000,78617.1100000000
"2020-12-01 00:00:00",A1319150401,"AQ Electron 5 3600 Desktop Processor",Standard,256,149.1034000000,38170.4704000000
"2020-12-01 00:00:00",A1320150402,"AQ Electron 5 3600 Desktop Processor",Plus,499,150.2450000000,74972.2550000000
"2020-12-01 00:00:00",A1320150403,"AQ Electron 5 3600 Desktop Processor",Premium,726,160.6912000000,116661.8112000000
"2020-12-01 00:00:00",A1420150501,"AQ Electron 4 3600 Desktop Processor",Standard,351,160.5082000000,56338.3782000000
"2020-12-01 00:00:00",A1420150502,"AQ Electron 4 3600 Desktop Processor",Plus,470,169.4999000000,79664.9530000000
"2020-12-01 00:00:00",A1421150503,"AQ Electron 4 3600 Desktop Processor",Premium,485,176.4389000000,85572.8665000000
"2020-12-01 00:00:00",A1521150601,"AQ Electron 3 3600 Desktop Processor",Standard,688,186.2917000000,128168.6896000000
"2020-12-01 00:00:00",A1521150602,"AQ Electron 3 3600 Desktop Processor",Plus,609,185.4599000000,112945.0791000000
"2020-12-01 00:00:00",A1618150101,"AQ MB Elite",Standard,486,19.6485000000,9549.1710000000
"2020-12-01 00:00:00",A1618150102,"AQ MB Elite","Plus 1",464,20.4629000000,9494.7856000000
"2020-12-01 00:00:00",A1618150103,"AQ MB Elite","Plus 2",413,21.2017000000,8756.3021000000
"2020-12-01 00:00:00",A1618150104,"AQ MB Elite",Premium,382,21.4489000000,8193.4798000000
"2020-12-01 00:00:00",A1718150201,"AQ MB Crossx",Standard,259,21.8879000000,5668.9661000000
"2020-12-01 00:00:00",A1718150202,"AQ MB Crossx","Plus 1",152,22.8957000000,3480.1464000000
"2020-12-01 00:00:00",A1718150203,"AQ MB Crossx","Plus 2",257,27.3445000000,7027.5365000000
"2020-12-01 00:00:00",A1718150204,"AQ MB Crossx",Premium,409,28.3991000000,11615.2319000000
"2020-12-01 00:00:00",A1819150301,"AQ MB Crossx 2",Standard,476,28.8615000000,13738.0740000000
"2020-12-01 00:00:00",A1819150302,"AQ MB Crossx 2","Plus 1",503,31.9525000000,16072.1075000000
"2020-12-01 00:00:00",A1819150303,"AQ MB Crossx 2","Plus 2",371,32.1924000000,11943.3804000000
"2020-12-01 00:00:00",A1819150304,"AQ MB Crossx 2",Premium,477,32.2612000000,15388.5924000000
"2020-12-01 00:00:00",A1919150401,"AQ MB Lito",Standard,418,33.7609000000,14112.0562000000
"2020-12-01 00:00:00",A1919150402,"AQ MB Lito","Plus 1",192,35.0256000000,6724.9152000000
"2020-12-01 00:00:00",A1919150403,"AQ MB Lito","Plus 2",202,35.8350000000,7238.6700000000
"2020-12-01 00:00:00",A1920150404,"AQ MB Lito",Premium,436,38.9780000000,16994.4080000000
"2020-12-01 00:00:00",A2020150501,"AQ MB Lito 2",Standard,239,41.3696000000,9887.3344000000
"2020-12-01 00:00:00",A2020150502,"AQ MB Lito 2","Plus 1",449,39.3932000000,17687.5468000000
"2020-12-01 00:00:00",A2021150503,"AQ MB Lito 2","Plus 2",359,45.4377000000,16312.1343000000
"2020-12-01 00:00:00",A2118150101,"AQ Master wired x1 Ms","Standard 1",799,2.9434000000,2351.7766000000
"2020-12-01 00:00:00",A2118150102,"AQ Master wired x1 Ms","Standard 2",3596,3.9998000000,14383.2808000000
"2020-12-01 00:00:00",A2118150103,"AQ Master wired x1 Ms","Plus 1",2880,4.5295000000,13044.9600000000
"2020-12-01 00:00:00",A2118150104,"AQ Master wired x1 Ms","Plus 2",2422,5.0459000000,12221.1698000000
"2020-12-01 00:00:00",A2118150105,"AQ Master wired x1 Ms","Premium 1",4171,4.6904000000,19563.6584000000
"2020-12-01 00:00:00",A2118150106,"AQ Master wired x1 Ms","Premium 2",1786,5.2542000000,9384.0012000000
"2020-12-01 00:00:00",A2218150201,"AQ Master wireless x1 Ms","Standard 1",2943,5.4383000000,16004.9169000000
"2020-12-01 00:00:00",A2218150202,"AQ Master wireless x1 Ms","Standard 2",2624,6.4054000000,16807.7696000000
"2020-12-01 00:00:00",A2219150203,"AQ Master wireless x1 Ms","Plus 1",4055,6.7301000000,27290.5555000000
"2020-12-01 00:00:00",A2219150204,"AQ Master wireless x1 Ms","Plus 2",1696,7.3526000000,12470.0096000000
"2020-12-01 00:00:00",A2219150205,"AQ Master wireless x1 Ms","Premium 1",3788,7.9813000000,30233.1644000000
"2020-12-01 00:00:00",A2219150206,"AQ Master wireless x1 Ms","Premium 2",3826,8.3193000000,31829.6418000000
"2020-12-01 00:00:00",A2319150301,"AQ Gamers Ms","Standard 1",1683,8.8044000000,14817.8052000000
"2020-12-01 00:00:00",A2319150302,"AQ Gamers Ms","Standard 2",3672,8.9901000000,33011.6472000000
"2020-12-01 00:00:00",A2319150303,"AQ Gamers Ms","Plus 1",2106,9.3977000000,19791.5562000000
"2020-12-01 00:00:00",A2319150304,"AQ Gamers Ms","Plus 2",3143,10.4573000000,32867.2939000000
"2020-12-01 00:00:00",A2319150305,"AQ Gamers Ms","Premium 1",2953,10.4370000000,30820.4610000000
"2020-12-01 00:00:00",A2319150306,"AQ Gamers Ms","Premium 2",2675,10.8659000000,29066.2825000000
"2020-12-01 00:00:00",A2419150401,"AQ Lite Ms","Standard 1",2953,11.4829000000,33909.0037000000
"2020-12-01 00:00:00",A2419150402,"AQ Lite Ms","Standard 2",3016,11.2819000000,34026.2104000000
"2020-12-01 00:00:00",A2419150403,"AQ Lite Ms","Plus 1",2277,10.8925000000,24802.2225000000
"2020-12-01 00:00:00",A2419150404,"AQ Lite Ms","Plus 2",2263,11.6332000000,26325.9316000000
"2020-12-01 00:00:00",A2419150405,"AQ Lite Ms","Premium 1",3817,12.7423000000,48637.3591000000
"2020-12-01 00:00:00",A2420150406,"AQ Lite Ms","Premium 2",2144,12.2979000000,26366.6976000000
"2020-12-01 00:00:00",A2520150501,"AQ Maxima Ms","Standard 1",2921,12.0689000000,35253.2569000000
"2020-12-01 00:00:00",A2520150502,"AQ Maxima Ms","Standard 2",1758,14.5267000000,25537.9386000000
"2020-12-01 00:00:00",A2520150503,"AQ Maxima Ms","Plus 1",2411,14.1682000000,34159.5302000000
"2020-12-01 00:00:00",A2520150504,"AQ Maxima Ms","Plus 2",2309,14.2800000000,32972.5200000000
"2020-12-01 00:00:00",A2520150505,"AQ Maxima Ms","Premium 1",2048,15.1762000000,31080.8576000000
"2020-12-01 00:00:00",A2520150506,"AQ Maxima Ms","Premium 2",2457,14.5677000000,35792.8389000000
"2020-12-01 00:00:00",A2620150601,"AQ Qwerty Ms","Standard 1",3862,14.9013000000,57548.8206000000
"2020-12-01 00:00:00",A2620150602,"AQ Qwerty Ms","Standard 2",3444,15.8102000000,54450.3288000000
"2020-12-01 00:00:00",A2620150603,"AQ Qwerty Ms","Plus 1",4001,15.9792000000,63932.7792000000
"2020-12-01 00:00:00",A2620150604,"AQ Qwerty Ms","Plus 2",3888,16.5491000000,64342.9008000000
"2020-12-01 00:00:00",A2620150605,"AQ Qwerty Ms","Premium 1",3966,16.5882000000,65788.8012000000
"2020-12-01 00:00:00",A2620150606,"AQ Qwerty Ms","Premium 2",1282,16.7850000000,21518.3700000000
"2020-12-01 00:00:00",A2720150701,"AQ Trigger Ms","Standard 1",1951,17.0917000000,33345.9067000000
"2020-12-01 00:00:00",A2721150702,"AQ Trigger Ms","Standard 2",1938,17.2368000000,33404.9184000000
"2020-12-01 00:00:00",A2721150703,"AQ Trigger Ms","Plus 1",1515,16.9353000000,25656.9795000000
"2020-12-01 00:00:00",A2721150704,"AQ Trigger Ms","Plus 2",2420,19.5860000000,47398.1200000000
"2020-12-01 00:00:00",A2721150705,"AQ Trigger Ms","Premium 1",2216,19.4042000000,42999.7072000000
"2020-12-01 00:00:00",A2721150706,"AQ Trigger Ms","Premium 2",2007,20.0537000000,40247.7759000000
"2020-12-01 00:00:00",A2821150801,"AQ Lumina Ms","Standard 1",2203,21.7118000000,47831.0954000000
"2020-12-01 00:00:00",A2918150101,"AQ Master wired x1","Standard 1",2204,6.8991000000,15205.6164000000
"2020-12-01 00:00:00",A2918150102,"AQ Master wired x1","Standard 2",2227,7.5979000000,16920.5233000000
"2020-12-01 00:00:00",A2918150103,"AQ Master wired x1","Plus 1",3105,7.7693000000,24123.6765000000
"2020-12-01 00:00:00",A2918150104,"AQ Master wired x1","Plus 2",2584,8.9514000000,23130.4176000000
"2020-12-01 00:00:00",A2918150105,"AQ Master wired x1","Premium 1",2195,9.4650000000,20775.6750000000
"2020-12-01 00:00:00",A2918150106,"AQ Master wired x1","Premium 2",986,10.4188000000,10272.9368000000
"2020-12-01 00:00:00",A3018150201,"AQ Master wireless x1","Standard 1",1872,10.7955000000,20209.1760000000
"2020-12-01 00:00:00",A3018150202,"AQ Master wireless x1","Standard 2",898,11.0524000000,9925.0552000000
"2020-12-01 00:00:00",A3018150203,"AQ Master wireless x1","Plus 1",2390,12.3739000000,29573.6210000000
"2020-12-01 00:00:00",A3019150204,"AQ Master wireless x1","Plus 2",2204,11.6011000000,25568.8244000000
"2020-12-01 00:00:00",A3019150205,"AQ Master wireless x1","Premium 1",1705,12.0509000000,20546.7845000000
"2020-12-01 00:00:00",A3019150206,"AQ Master wireless x1","Premium 2",1260,13.0018000000,16382.2680000000
"2020-12-01 00:00:00",A3119150301,"AQ Gamers ","Standard 1",2399,13.5061000000,32401.1339000000
"2020-12-01 00:00:00",A3119150302,"AQ Gamers ","Standard 2",3101,15.3071000000,47467.3171000000
"2020-12-01 00:00:00",A3119150303,"AQ Gamers ","Plus 1",1894,16.2407000000,30759.8858000000
"2020-12-01 00:00:00",A3120150304,"AQ Gamers ","Plus 2",1559,16.3792000000,25535.1728000000
"2020-12-01 00:00:00",A3120150305,"AQ Gamers ","Premium 1",2224,16.3218000000,36299.6832000000
"2020-12-01 00:00:00",A3120150306,"AQ Gamers ","Premium 2",2442,19.3003000000,47131.3326000000
"2020-12-01 00:00:00",A3220150401,"AQ Lite","Standard 1",1270,18.4943000000,23487.7610000000
